Date,Time,kg,Hours Per Day,Waste Generated,Population
26-10-2022,05:56:02,9.549814323,8,91,68
11-07-2022,03:16:31,9.244017231,8,68,68
07-02-2022,07:48:32,6.472361697,8,51,72
04-02-2022,04:31:27,7.09903219,8,58,76
18-12-2022,05:42:51,5.566924905,8,83,72
15-11-2022,07:59:01,6.230487354,8,77,53
26-05-2022,02:22:17,7.233616501,8,53,58
09-03-2022,07:42:24,7.919826219,8,57,93
23-09-2022,00:43:53,6.921729587,8,78,61
16-12-2022,00:03:57,7.338977763,8,60,69
31-10-2022,05:38:09,5.267139039,8,70,52
18-03-2022,01:35:12,8.937969879,8,62,74
26-09-2022,02:13:07,8.052233418,8,97,67
15-11-2022,07:59:21,6.185023625,8,91,54
20-09-2022,02:02:49,8.892428354,8,74,60
12-12-2022,04:09:07,7.396388519,8,69,92
01-07-2022,01:51:03,7.794640232,8,66,87
29-08-2022,01:20:59,5.154894333,8,55,72
10-02-2022,02:08:09,6.703791487,8,95,88
23-04-2022,04:44:48,8.686876129,5,58,50
20-07-2022,01:12:40,6.356007897,8,96,88
24-12-2022,04:51:58,7.632776762,5,91,86
08-01-2022,02:08:13,6.907897103,5,67,85
31-12-2022,01:10:03,5.475456068,5,58,60
24-12-2022,02:16:14,8.332690973,5,52,89
14-01-2022,06:35:58,8.105873237,8,76,99
29-10-2022,02:47:23,8.514141098,5,69,89
15-12-2022,01:35:24,9.567184295,8,70,94
03-02-2022,03:39:12,9.186958858,8,54,57
07-08-2022,00:36:34,9.46561696,8,78,89
21-10-2022,07:19:45,9.12140935,8,70,71
25-10-2022,00:35:50,6.949874985,8,70,90
02-04-2022,04:21:36,7.360815019,5,86,60
23-08-2022,04:50:53,6.605928367,8,63,61
28-01-2022,01:23:23,9.827094699,8,84,50
01-10-2022,04:56:22,5.34269969,5,96,94
30-10-2022,07:46:56,8.79533572,8,73,95
27-03-2022,05:41:38,5.992843288,8,56,58
09-12-2022,03:25:09,8.714330124,8,71,90
02-12-2022,04:03:42,8.730108512,8,79,96
18-06-2022,01:19:47,5.988571797,5,64,82
19-03-2022,01:49:19,5.194291777,5,76,91
26-05-2022,07:36:22,8.420475714,8,82,77
08-05-2022,04:25:17,9.011286751,8,93,88
24-05-2022,05:31:11,9.925021216,8,70,85
15-04-2022,05:44:19,9.619289006,8,52,54
17-10-2022,06:38:21,8.178736724,8,50,62
07-09-2022,01:14:53,8.062742315,8,58,94
25-02-2022,04:20:22,9.403946815,8,66,65
13-05-2022,02:51:52,6.554281997,8,98,63
27-05-2022,04:54:40,6.841156927,8,86,54
19-08-2022,02:19:58,8.695921327,8,66,100
16-05-2022,04:22:28,9.457581312,8,54,92
06-09-2022,00:16:22,9.77747457,8,58,50
28-03-2022,03:37:42,6.687610165,8,67,72
22-06-2022,03:01:33,8.316031049,8,71,79
10-05-2022,02:15:58,6.710802471,8,84,63
04-04-2022,02:01:28,6.078570615,8,97,74
18-11-2022,01:30:51,9.359613474,8,54,63
25-09-2022,02:06:03,7.265656281,8,58,73
06-09-2022,04:32:21,7.013171621,8,80,59
06-12-2022,07:23:51,6.525250246,8,70,59
23-05-2022,02:42:09,9.276857281,8,80,92
23-08-2022,00:00:01,8.41925556,8,100,85
24-01-2022,05:05:19,8.44436633,8,62,79
24-04-2022,02:55:02,7.520587787,8,69,96
18-01-2022,05:08:17,7.285487442,8,58,89
15-02-2022,05:46:09,5.837777178,8,68,62
26-07-2022,07:51:37,6.035272732,8,98,89
22-07-2022,05:58:45,8.964801228,8,75,100
12-02-2022,02:23:15,7.040470955,5,69,61
23-05-2022,04:30:31,6.095389101,8,82,59
29-05-2022,02:33:11,7.460802675,8,52,61
27-04-2022,04:46:56,8.721863073,8,58,100
19-07-2022,01:39:58,9.536973956,8,94,77
23-04-2022,02:17:29,8.489029563,5,79,78
25-01-2022,02:22:06,8.561842189,8,58,86
26-10-2022,00:07:39,7.439036181,8,99,69
20-12-2022,05:55:13,8.545532557,8,90,69
08-02-2022,04:45:15,5.189486936,8,86,75
18-08-2022,05:57:19,7.221733353,8,51,52
03-05-2022,01:41:35,7.990360944,8,63,72
21-09-2022,03:22:04,5.870889683,8,75,66
23-12-2022,07:30:13,6.999997756,8,97,61
27-08-2022,00:45:07,8.248522829,5,75,51
24-08-2022,02:57:10,7.675513365,8,96,69
24-11-2022,07:30:01,5.764229341,8,82,66
09-05-2022,02:53:58,6.957880663,8,99,81
10-01-2022,01:36:48,6.080565005,8,62,89
29-12-2022,06:23:59,9.183759234,8,100,64
04-01-2022,03:24:53,7.056146353,8,68,84
18-10-2022,02:27:20,9.372034975,8,92,92
08-06-2022,07:15:03,5.393741555,8,99,98
11-11-2022,02:55:05,8.445998507,8,71,96
22-08-2022,04:13:05,8.688085578,8,61,68
21-02-2022,02:40:59,7.296423338,8,83,84
03-05-2022,07:47:19,8.05235811,8,52,73
21-07-2022,00:21:58,9.034163339,8,61,96
11-11-2022,03:12:13,7.793657991,8,81,80
21-08-2022,02:25:28,5.192817035,8,94,89
09-07-2022,00:14:42,8.323626873,5,79,65
14-10-2022,06:30:55,8.890305054,8,76,90
09-05-2022,07:22:35,7.075336728,8,56,82
04-02-2022,02:06:25,5.370655946,8,63,67
27-03-2022,04:21:53,6.826151291,8,64,95
05-10-2022,02:49:58,7.327945313,8,90,81
15-09-2022,06:29:25,6.306946141,8,71,94
05-04-2022,04:18:21,5.046934359,8,61,55
21-10-2022,00:09:47,8.963728346,8,60,72
09-11-2022,06:01:05,7.131991595,8,71,80
28-10-2022,00:46:34,8.859892617,8,75,59
03-12-2022,02:09:19,5.917445562,5,73,77
10-03-2022,05:26:47,9.436159202,8,67,97
12-06-2022,05:01:52,7.250639646,8,77,72
13-07-2022,00:50:01,6.687335733,8,50,50
25-08-2022,03:35:10,6.557920813,8,84,78
04-12-2022,05:45:55,8.097065184,8,99,54
03-10-2022,07:35:43,6.913758051,8,87,63
20-01-2022,03:09:40,8.950389288,8,98,90
02-10-2022,03:50:58,6.397379444,8,73,100
02-06-2022,04:37:25,8.386019629,8,57,77
25-12-2022,00:17:45,8.334263611,8,72,72
01-03-2022,06:05:15,8.386635242,8,70,67
15-03-2022,04:27:30,7.046096839,8,61,60
19-09-2022,07:14:24,9.87022635,8,95,72
09-04-2022,02:20:25,9.654300071,5,88,90
24-09-2022,04:12:16,5.327006933,5,90,78
11-05-2022,05:33:59,6.837873521,8,50,94
21-06-2022,05:55:25,6.639141509,8,78,52
13-12-2022,06:11:40,6.884278722,8,56,82
12-08-2022,06:58:20,6.62380795,8,67,78
26-04-2022,06:17:07,9.550996342,8,81,67
23-08-2022,06:47:56,5.150308248,8,60,81
20-01-2022,04:11:48,9.339320188,8,63,59
11-01-2022,07:17:56,5.038932146,8,69,62
13-06-2022,03:31:35,8.75175883,8,97,87
19-07-2022,06:45:32,5.857044262,8,59,75
25-03-2022,07:44:35,5.239482498,8,93,95
31-05-2022,07:31:40,7.644000455,8,86,50
05-05-2022,03:55:49,5.078865393,8,91,76
15-11-2022,05:38:16,7.005799979,8,90,83
24-03-2022,05:00:38,9.892929534,8,91,100
05-05-2022,04:41:36,9.856228076,8,52,82
11-07-2022,03:26:58,9.414872109,8,59,53
21-02-2022,05:21:11,5.297355379,8,70,86
09-05-2022,07:15:08,9.824892793,8,50,94
14-07-2022,01:24:51,6.477859953,8,66,93
05-09-2022,01:38:58,8.792477815,8,81,87
02-04-2022,02:32:03,9.404268621,5,69,86
09-10-2022,07:29:57,9.700579926,8,98,67
27-07-2022,05:42:26,7.309032269,8,90,82
21-01-2022,04:35:55,7.373182782,8,62,68
16-08-2022,06:44:14,6.981013225,8,96,72
15-06-2022,07:51:35,6.105455096,8,76,71
10-05-2022,06:30:11,8.984333263,8,86,80
07-11-2022,01:02:51,6.12794636,8,100,59
07-02-2022,07:00:50,8.566458554,8,60,91
22-06-2022,02:54:25,8.231185506,8,93,72
20-08-2022,04:27:20,7.518341116,5,92,91
15-06-2022,01:41:04,7.849268318,8,84,87
10-05-2022,06:45:10,5.858799734,8,65,72
29-07-2022,03:15:18,5.753399192,8,99,80
13-12-2022,01:48:08,8.649351009,8,82,92
21-07-2022,02:20:03,6.304396104,8,91,98
04-06-2022,00:45:05,8.20695747,5,86,98
24-12-2022,01:23:42,6.389805458,5,95,91
22-07-2022,00:37:03,6.020985643,8,71,74
27-04-2022,06:59:30,6.635763032,8,86,70
28-07-2022,05:32:07,8.269681684,8,96,86
25-09-2022,04:01:26,9.67999749,8,52,98
30-10-2022,05:13:14,5.270890703,8,62,90
15-08-2022,07:53:44,8.360179147,8,52,70
14-07-2022,00:40:35,5.544586144,8,95,79
14-08-2022,02:21:02,7.249365628,8,62,98
01-03-2022,01:24:31,5.23284309,8,67,76
19-02-2022,04:59:16,6.490186808,5,64,90
26-06-2022,00:51:24,7.520106322,8,60,76
15-05-2022,01:10:20,7.244665748,8,53,97
30-06-2022,06:11:45,6.526884287,8,82,68
25-11-2022,00:08:55,9.493615364,8,64,88
26-02-2022,04:12:34,6.533467398,5,71,74
13-10-2022,01:24:29,6.904598014,8,58,97
06-10-2022,01:39:15,7.697585363,8,62,89
11-08-2022,03:42:05,5.813765599,8,75,97
26-02-2022,02:32:00,7.39131053,5,93,57
17-12-2022,02:09:58,6.680414743,5,52,85
07-10-2022,05:02:10,5.348611998,8,63,68
07-08-2022,05:50:22,9.419347996,8,72,100
12-07-2022,00:54:43,6.257893719,8,69,83
28-10-2022,07:23:40,8.439190613,8,67,87
02-02-2022,07:17:14,5.351297657,8,89,65
27-03-2022,04:58:58,6.148944656,8,76,68
07-02-2022,05:58:57,9.448465324,8,64,67
12-11-2022,03:53:58,8.324815229,5,73,97
15-01-2022,04:57:18,5.110155697,5,83,73
05-07-2022,07:36:12,8.444837829,8,67,60
24-06-2022,02:07:23,7.382788058,8,74,79
23-10-2022,07:47:59,5.515950994,8,83,90
28-08-2022,06:26:07,5.97016486,8,97,83
10-11-2022,04:02:43,5.434075135,8,69,96
17-02-2022,02:19:09,9.6219636,8,76,72
19-08-2022,04:00:06,8.520434449,8,96,64
02-03-2022,05:09:33,7.692547434,8,64,63
12-07-2022,00:40:29,6.89406785,8,79,69
16-04-2022,01:55:29,8.089698515,5,81,56
16-03-2022,04:51:25,9.594698308,8,74,65
10-10-2022,04:59:15,6.821842018,8,96,94
25-12-2022,04:51:48,8.574422126,8,95,55
15-04-2022,00:04:48,9.712294007,8,95,99
24-12-2022,04:10:39,5.246475471,5,93,98
03-03-2022,00:02:47,9.462583268,8,56,65
19-04-2022,07:38:07,8.116458138,8,70,100
04-01-2022,05:23:30,6.786899504,8,89,79
04-12-2022,03:23:30,6.494580773,8,65,59
22-06-2022,02:27:12,5.936190253,8,70,68
04-07-2022,05:48:18,6.448630315,8,72,61
19-12-2022,03:25:01,7.326366174,8,99,86
06-01-2022,01:14:29,6.627623056,8,81,81
09-06-2022,05:29:43,7.762417638,8,60,87
16-05-2022,02:35:30,9.425009207,8,70,95
22-04-2022,07:08:28,8.950310727,8,85,74
24-01-2022,07:41:21,5.240275599,8,71,53
11-04-2022,07:57:17,8.276564796,8,73,56
02-05-2022,01:43:08,8.639585497,8,87,83
12-06-2022,06:42:40,5.406951388,8,53,100
11-01-2022,06:18:42,8.526732632,8,67,53
03-08-2022,02:49:02,7.950404425,8,99,53
21-07-2022,03:58:28,8.69300118,8,60,81
16-07-2022,03:09:14,5.227896875,5,69,50
04-09-2022,02:32:10,7.778282027,8,82,69
28-01-2022,00:22:36,6.811013996,8,99,52
25-01-2022,07:03:00,6.592880371,8,87,85
03-01-2022,05:43:38,8.943583031,8,94,93
12-07-2022,01:40:26,6.866162556,8,73,97
18-07-2022,00:16:12,5.996830682,8,73,93
22-11-2022,00:30:39,8.533814902,8,59,100
20-03-2022,04:47:07,6.383999503,8,93,70
07-10-2022,03:21:50,8.267434804,8,91,98
15-10-2022,01:36:37,5.485670207,5,68,69
31-07-2022,03:24:50,9.868114507,8,96,53
30-09-2022,03:25:45,7.431347011,8,91,66
04-11-2022,03:48:13,8.848530558,8,94,60
15-07-2022,04:08:24,8.924437271,8,55,79
16-10-2022,02:06:33,6.686765773,8,91,78
19-10-2022,06:14:03,8.52762298,8,70,95
13-08-2022,02:34:51,9.503569547,5,64,54
17-07-2022,03:03:28,8.050535611,8,82,76
21-10-2022,06:50:28,9.160092088,8,52,74
24-07-2022,03:16:44,6.423713712,8,89,90
14-02-2022,00:21:07,7.042217134,8,57,94
24-01-2022,01:22:00,8.488450983,8,87,59
27-04-2022,04:37:00,7.40927115,8,68,92
26-09-2022,07:20:15,7.005357327,8,69,57
31-12-2022,03:16:55,9.472819947,5,55,68
27-10-2022,00:06:43,8.220401673,8,100,69
03-07-2022,05:09:56,9.96936616,8,81,95
08-04-2022,06:58:21,9.900311483,8,83,60
22-06-2022,01:48:02,6.55590833,8,59,80
24-03-2022,04:11:52,7.560087457,8,91,73
05-04-2022,03:37:45,7.795559157,8,85,53
17-01-2022,02:59:26,8.087513335,8,74,91
27-05-2022,02:04:11,8.531513477,8,73,80
06-08-2022,04:28:26,7.961031586,5,62,96
22-09-2022,00:55:09,7.984538691,8,63,71
15-12-2022,03:58:41,7.878819622,8,78,95
03-01-2022,02:23:27,8.92666936,8,87,80
16-01-2022,04:25:46,9.620553733,8,56,97
05-01-2022,06:59:52,6.313629979,8,82,71
20-07-2022,01:05:27,8.156703922,8,90,99
14-10-2022,02:02:45,6.621205857,8,74,53
30-08-2022,00:55:13,7.505442714,8,81,71
05-11-2022,03:55:50,9.542434912,5,84,99
01-05-2022,03:26:19,7.822809594,8,73,56
08-12-2022,05:37:15,5.261225079,8,54,61
28-06-2022,06:29:56,7.0805283,8,73,65
08-08-2022,01:14:44,9.555658083,8,67,84
25-10-2022,00:35:00,9.844207479,8,81,71
22-04-2022,04:05:27,9.208922879,8,89,92
21-06-2022,03:45:44,8.104165218,8,92,71
14-12-2022,03:50:08,8.284572919,8,53,91
31-08-2022,07:23:47,8.400787041,8,56,91
26-04-2022,06:44:58,9.783710355,8,100,80
19-12-2022,03:27:35,8.891475943,8,73,58
17-02-2022,05:30:56,9.135120122,8,63,58
17-03-2022,07:40:26,5.776739536,8,79,71
10-02-2022,03:35:53,8.639014303,8,93,81
16-06-2022,02:50:06,8.546865153,8,61,89
29-08-2022,05:29:59,5.715440636,8,79,72
07-12-2022,04:01:19,5.176143902,8,60,80
13-05-2022,05:56:06,7.464010145,8,85,65
23-09-2022,05:33:18,6.853139964,8,67,79
19-01-2022,07:58:57,5.575954293,8,55,71
06-12-2022,01:17:02,5.568566641,8,88,92
23-11-2022,02:38:31,9.929831989,8,62,83
21-05-2022,02:31:09,9.808784123,5,56,57
16-10-2022,02:05:49,8.732388859,8,72,92
29-06-2022,00:25:41,6.410723905,8,71,65
24-03-2022,02:11:20,6.004287811,8,55,53
17-08-2022,05:45:58,5.648685294,8,58,88
16-03-2022,07:20:11,8.622417445,8,54,93
12-07-2022,04:34:35,5.261475645,8,64,86
23-05-2022,00:04:33,5.565221178,8,94,51
07-09-2022,06:22:39,8.212168176,8,72,88
19-07-2022,00:59:12,7.855755165,8,59,53
03-11-2022,00:17:15,6.89879295,8,100,68
04-11-2022,05:29:31,6.480240897,8,67,85
11-05-2022,01:22:49,7.927691681,8,55,86
07-06-2022,00:25:23,6.662916941,8,58,68
14-01-2022,05:54:35,5.168685777,8,73,61
05-01-2022,02:32:27,5.507128886,8,78,72
13-10-2022,06:23:51,9.850955623,8,71,74
27-12-2022,01:28:39,8.109138589,8,74,63
21-06-2022,05:33:42,8.099809382,8,75,99
19-06-2022,07:09:05,6.901921498,8,59,96
21-12-2022,03:05:07,9.467000616,8,67,90
24-04-2022,06:16:04,6.053213599,8,85,100
11-05-2022,03:33:02,8.471725994,8,54,59
02-07-2022,00:17:04,6.460377531,5,93,78
25-01-2022,02:39:59,9.083264945,8,62,66
27-05-2022,05:17:55,9.47373419,8,96,68
22-05-2022,00:03:00,7.287705155,8,93,52
25-11-2022,00:23:10,9.130289405,8,99,57
18-02-2022,02:10:51,5.967484562,8,99,72
11-03-2022,07:55:16,5.40062658,8,60,90
26-11-2022,00:15:54,8.394904095,5,68,72
15-06-2022,04:45:47,6.322931294,8,79,64
31-01-2022,05:25:54,5.286725593,8,84,53
23-06-2022,06:56:14,7.729914195,8,84,60
20-06-2022,02:44:38,7.951927,8,68,72
15-02-2022,00:31:59,9.168990411,8,74,66
24-07-2022,07:36:44,5.319921863,8,52,97
29-06-2022,00:03:56,6.139703156,8,56,76
08-08-2022,07:50:25,6.051910501,8,79,55
15-02-2022,07:27:45,7.786578146,8,98,71
10-03-2022,00:08:21,7.809499352,8,52,56
17-11-2022,03:57:32,5.596710088,8,93,63
04-06-2022,01:50:41,9.260865262,5,70,99
17-01-2022,02:44:10,7.526166147,8,53,84
27-04-2022,05:52:33,7.229995144,8,70,66
10-03-2022,02:06:14,8.965278951,8,80,66
18-08-2022,06:34:21,7.304603433,8,81,53
16-07-2022,00:36:22,8.273245958,5,94,69
01-07-2022,05:35:22,5.700518478,8,78,89
24-01-2022,02:24:22,9.950343935,8,61,84
26-01-2022,05:59:24,9.595727611,8,60,97
10-07-2022,00:14:08,9.189644212,8,65,62
04-08-2022,02:32:00,9.151954777,8,77,60
05-04-2022,00:32:07,8.901656009,8,67,76
12-12-2022,00:30:37,5.790741095,8,60,71
09-09-2022,04:50:13,8.788540708,8,78,79
02-10-2022,04:05:23,8.121102754,8,95,86
17-05-2022,05:44:26,6.332917414,8,57,94
12-01-2022,05:09:17,6.547348723,8,57,91
08-09-2022,05:43:01,6.129907427,8,67,52
12-06-2022,06:57:48,8.813486881,8,73,82
15-06-2022,10:00:00,5,5,57,95
10-01-2023,09:00:00,8,5,1.6,58
16-06-2022,12:00:00,8,5,1.6,80
20-06-2022,10:00:00,8,5,1.6,50
20-06-2022,13:00:00,8,5,1.6,50
